,Pollutant,Aggregation level,State,County,Unit of measure,January,February,March,April,May,June,July,August,September,October,November,December,Annual Emissions,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
710,CO2,County,NC,Anson County,percent,-0.386874252647292,-0.550107678283984,-0.2950856329001622,-1.1358272448729267,-0.3371989864065681,-0.3416552652561878,-0.3843780437222721,-0.4067684500233704,-0.26196742982835425,-0.7037548080327812,-0.3050998919233158,-0.09746947301563602,-5.206187156912851,7.0,2020.0,"10,422","9,617",805,7.7
711,CO2,County,TX,Collin County,percent,-0.2538828250758212,-0.4268932472091887,-0.19793364469388652,-0.43580649464607424,-0.5601366373665236,-0.6256951085375314,-0.5503010652208012,-0.4225150395111016,-0.5302039758450597,-0.5312772114630249,-0.3618718129811354,-0.16154507392870396,-5.058062136478854,85.0,2020.0,"570,623","534,617","36,006",6.3
712,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602,69.0,2020.0,"46,358","43,861","2,497",5.4
713,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602,153.0,2020.0,"70,418","66,769","3,649",5.2
714,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602,55.0,2020.0,"10,311","9,869",442,4.3
715,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602,83.0,2020.0,"3,234","2,970",264,8.2
716,CO2,County,GA,Houston County,percent,-0.20061201304469956,-0.35700892159660025,-0.9059091411100132,-0.6645949735121828,-0.51355559142365,-0.5563827785406912,-0.4053005296434936,-0.39326162666067,-0.3150600672256577,-0.4208911218077807,-0.03534841330331441,-0.2774156173548487,-5.045340795223602,225.0,2020.0,"10,010","9,481",529,5.3
717,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,99.0,2020.0,"7,474","6,864",610,8.2
718,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,95.0,2020.0,"2,721","2,539",182,6.7
719,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,87.0,2020.0,"44,755","41,223","3,532",7.9
720,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,207.0,2020.0,"12,700","12,050",650,5.1
721,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,133.0,2020.0,"18,386","17,363","1,023",5.6
722,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,105.0,2020.0,"68,155","64,390","3,765",5.5
723,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,135.0,2020.0,"3,938","3,734",204,5.2
724,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,171.0,2020.0,"4,564","4,318",246,5.4
725,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,115.0,2020.0,"74,397","67,764","6,633",8.9
726,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,95.0,2020.0,"15,692","14,297","1,395",8.9
727,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,137.0,2020.0,"3,789","3,564",225,5.9
728,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,55.0,2020.0,"359,299","328,525","30,774",8.6
729,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,111.0,2020.0,"5,719","5,113",606,10.6
730,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,89.0,2020.0,"81,386","71,996","9,390",11.5
731,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,123.0,2020.0,"20,090","18,479","1,611",8
732,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,63.0,2020.0,"6,079","5,648",431,7.1
733,CO2,County,FL,Monroe County,percent,0.06792247475044635,-0.2042845140407222,0.007745744598818544,0.14646917729325695,-0.5240066803888535,-0.8221181936809624,-1.0620494369354776,-1.388386716496527,-1.0335237074074697,0.09666206410714344,-0.14225070832686926,-0.08268293215373197,-4.940503428680948,81.0,2020.0,"23,363","22,075","1,288",5.5
734,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,99.0,2020.0,"7,474","6,864",610,8.2
735,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,95.0,2020.0,"2,721","2,539",182,6.7
736,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,87.0,2020.0,"44,755","41,223","3,532",7.9
737,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,207.0,2020.0,"12,700","12,050",650,5.1
738,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,133.0,2020.0,"18,386","17,363","1,023",5.6
739,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,105.0,2020.0,"68,155","64,390","3,765",5.5
740,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,135.0,2020.0,"3,938","3,734",204,5.2
741,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,171.0,2020.0,"4,564","4,318",246,5.4
742,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,115.0,2020.0,"74,397","67,764","6,633",8.9
743,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,95.0,2020.0,"15,692","14,297","1,395",8.9
744,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,137.0,2020.0,"3,789","3,564",225,5.9
745,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,55.0,2020.0,"359,299","328,525","30,774",8.6
746,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,111.0,2020.0,"5,719","5,113",606,10.6
747,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,89.0,2020.0,"81,386","71,996","9,390",11.5
748,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,123.0,2020.0,"20,090","18,479","1,611",8
749,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,63.0,2020.0,"6,079","5,648",431,7.1
750,CO2,County,GA,Monroe County,percent,-0.049079596162110335,-0.060843798662108366,-0.08892655764445405,-0.06645636902647963,-0.06692850512903313,-0.07697129982171425,-0.046704000005552034,-0.05395275352128618,-0.03896601286791642,-0.06826317062585567,-0.03245014487350538,-0.04203751428194536,-0.6915797226219608,81.0,2020.0,"23,363","22,075","1,288",5.5
751,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,99.0,2020.0,"7,474","6,864",610,8.2
752,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,95.0,2020.0,"2,721","2,539",182,6.7
753,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,87.0,2020.0,"44,755","41,223","3,532",7.9
754,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,207.0,2020.0,"12,700","12,050",650,5.1
755,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,133.0,2020.0,"18,386","17,363","1,023",5.6
756,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,105.0,2020.0,"68,155","64,390","3,765",5.5
757,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,135.0,2020.0,"3,938","3,734",204,5.2
758,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,171.0,2020.0,"4,564","4,318",246,5.4
759,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,115.0,2020.0,"74,397","67,764","6,633",8.9
760,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,95.0,2020.0,"15,692","14,297","1,395",8.9
761,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,137.0,2020.0,"3,789","3,564",225,5.9
762,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,55.0,2020.0,"359,299","328,525","30,774",8.6
763,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,111.0,2020.0,"5,719","5,113",606,10.6
764,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,89.0,2020.0,"81,386","71,996","9,390",11.5
765,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,123.0,2020.0,"20,090","18,479","1,611",8
766,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,63.0,2020.0,"6,079","5,648",431,7.1
767,CO2,County,MI,Monroe County,percent,-0.013316192478282736,-0.017022326988862788,-0.019658491957478718,-0.020261136319898974,-0.020851139679239468,-0.016332926244517022,-0.01096988217515341,-0.01114232191536718,-0.015588992029822541,-0.017259084678860982,-0.011033882873397832,-0.013372648155632091,-0.18680902549651368,81.0,2020.0,"23,363","22,075","1,288",5.5
768,CO2,County,GA,Hart County,percent,-0.3080389378585829,-0.3383652508101874,-0.538098713873351,-1.2790641993445306,-0.29033568631419143,-0.3458570181262736,-0.17040572356954942,-0.17993852998779608,-0.15880256983061253,-0.3597258582660209,-0.5078012297842106,-0.4572244161652224,-4.933658133930529,147.0,2020.0,"11,373","10,757",616,5.4
769,CO2,County,GA,Hart County,percent,-0.3080389378585829,-0.3383652508101874,-0.538098713873351,-1.2790641993445306,-0.29033568631419143,-0.3458570181262736,-0.17040572356954942,-0.17993852998779608,-0.15880256983061253,-0.3597258582660209,-0.5078012297842106,-0.4572244161652224,-4.933658133930529,99.0,2020.0,"7,694","7,198",496,6.4
770,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929,205.0,2020.0,"8,289","7,751",538,6.5
771,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929,131.0,2020.0,"6,061","5,856",205,3.4
772,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929,123.0,2020.0,"3,429","3,335",94,2.7
773,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929,121.0,2020.0,"5,886","5,427",459,7.8
774,CO2,County,TX,Mitchell County,percent,0.07614024941711199,-0.370448505046746,0.2510451840001285,-0.5440663381948456,-0.1778230665343172,-0.5194609227351527,-1.3180709061301532,-1.1227683910938773,-0.7053128551273932,-0.2518995023666729,-0.1399657306662142,-0.07236796355679902,-4.894998748034929,335.0,2020.0,"2,381","2,192",189,7.9
775,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125,205.0,2020.0,"8,289","7,751",538,6.5
776,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125,131.0,2020.0,"6,061","5,856",205,3.4
777,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125,123.0,2020.0,"3,429","3,335",94,2.7
778,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125,121.0,2020.0,"5,886","5,427",459,7.8
779,CO2,County,GA,Mitchell County,percent,-0.3041255147642435,-0.36647663191935975,-0.37559990909521507,-0.7203451389512341,-0.2956336909256788,-0.3331561324871964,-0.16362773123373678,-0.1979185472381054,-0.16513255256981282,-0.3089842336845912,-0.4205481275458228,-0.3393036940376157,-3.9908519044526125,335.0,2020.0,"2,381","2,192",189,7.9
780,CO2,County,MO,Audrain County,percent,-0.2571947324180288,-0.42268873460827305,-0.5499897242546875,0.0,-1.409592429656521,-0.3139683723284019,-0.15356613250816115,-0.14438905690437304,-0.31624268130540395,-0.2282607383794912,-0.3835623265837344,-0.6389220850777872,-4.818377014024863,7.0,2020.0,"10,339","9,728",611,5.9
781,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,89.0,2020.0,"187,247","178,579","8,668",4.6
782,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,87.0,2020.0,"7,413","7,126",287,3.9
783,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,79.0,2020.0,"7,599","7,140",459,6
784,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,195.0,2020.0,"12,972","12,302",670,5.2
785,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,65.0,2020.0,"22,306","21,700",606,2.7
786,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,119.0,2020.0,"131,452","121,270","10,182",7.7
787,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,95.0,2020.0,"58,758","54,137","4,621",7.9
788,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,121.0,2020.0,"8,347","7,868",479,5.7
789,CO2,County,IL,Madison County,percent,-0.21579766395675146,-0.616119669098279,-0.44900228204277387,0.0,-0.5015301932612862,-0.5143420203145402,-0.37975984677264657,-0.3844844312567479,-0.5062939165197949,-0.3476077609377875,-0.4198605627143152,-0.4603837082700464,-4.79518205514497,151.0,2020.0,"45,855","43,091","2,764",6
