,Pollutant,Aggregation level,State,County,Unit of measure,January,February,March,April,May,June,July,August,September,October,November,December,Annual Emissions
308,CO2,County,NY,Rensselaer County,percent,-0.0912187659556053,-0.16798710368337333,-0.2714522396115777,-0.2304848542062808,-0.3050448768575743,-0.2477755090615861,-0.06879649529116733,-0.10612638989405276,-0.200140310480038,-0.1819956130713916,-0.13700021378095975,-0.105913123717249,-2.113935495610856
104,CO2,County,CO,Larimer County,percent,-0.11256924197654164,-0.12932430469592535,-0.1922570439437891,-0.22063483977006612,-0.19661897794191247,-0.18873389538596708,-0.1886163249723608,-0.2084455002350416,-0.19199655715532346,-0.19375909381590065,-0.15593431991050344,-0.10740623626771774,-2.086296336071049
956,CO2,County,TX,Hale County,percent,-0.1409641302124322,-0.14344228458528147,-0.15659579672631785,-0.2749936689739992,-0.2426903042625149,-0.20570890771526365,-0.13356133429756825,-0.12929008443790108,-0.18095563650375784,-0.2474537981902593,-0.14307429792244775,-0.0874126184003313,-2.086142862228075
1508,CO2,County,MN,Goodhue County,percent,-0.05890103277986845,-0.0985121444834458,-0.1149229460201357,-0.34558207200107555,-0.1328402686804952,-0.22212443870768114,-0.2364589653024805,-0.2518511061336452,-0.21469970459032656,-0.2320893040583359,-0.1054734715988594,-0.07055255830819962,-2.0840080126645493
2060,CO2,County,SD,Minnehaha County,percent,-0.07472024667629037,-0.009431412254351592,-0.11474534425769126,-0.7039385386979597,-0.07446539629655408,-0.18005867920947086,-0.14285813144900106,-0.144581382569989,-0.16300791259104822,-0.16820471931738715,-0.222804813841302,-0.07906226353216833,-2.077878840693214
476,CO2,County,IL,Ford County,percent,-0.08014853676030424,-0.2421309145784371,-0.03309946469954455,-0.4433709495407522,0.07207410448384803,-0.2641497342108388,-0.21442899701312804,-0.21557501711688176,-0.2458076696472229,-0.1856136753756573,-0.12855428156147666,-0.08663904728324834,-2.067444183303644
272,CO2,County,AR,Pulaski County,percent,-0.08451442944776767,-0.03873140034857719,-0.145992816856543,-0.6128722801271511,-0.15582210326783286,-0.20283770318033487,-0.12231816359766702,-0.12135722585924537,-0.1718287022287477,-0.20791265365527944,-0.13472311937480058,-0.06633160022418473,-2.0652421981681317
80,CO2,County,AZ,Cochise County,percent,-0.16546094613543133,-0.18727892395911044,-0.23948318790539724,-0.19936111043577545,-0.20963516538799246,-0.16447194278664384,-0.10838320057220073,-0.09822052136780368,-0.13033606461747935,-0.19172819172513636,-0.1949284443905273,-0.17159623296364265,-2.060883932247141
1412,CO2,County,MI,Otsego County,percent,-0.10854458724127264,-0.17256736810631626,-0.1695073596618238,-0.3291102563326744,-0.18227345167591336,-0.19578079017006167,-0.13150506598732772,-0.15665166703198638,-0.18700988070125935,-0.1546927129251146,-0.14460724129977948,-0.120482453694827,-2.0527328348283564
320,CO2,County,KS,Lyon County,percent,-0.12171368988097088,-0.16265499524048052,-0.11529569440879445,-0.08549280867569786,-0.2137445731027772,-0.3203153153253549,-0.24588102929013245,-0.21016172830695526,-0.2877269970252598,-0.11485375972996978,-0.07103548386659053,-0.09394181515769774,-2.042817890010681
428,CO2,County,WA,Pierce County,percent,-0.11645863708900665,-0.15482034937547548,-0.1894972850495003,-0.353299991629744,-0.37770637977375615,-0.2049470370870649,-0.06852030706500838,-0.05623269013260224,-0.12926098477255846,-0.15839555013980244,-0.1370595951167746,-0.06716503592981624,-2.01336384316111
152,CO2,County,TX,Cameron County,percent,-0.0966918717609805,-0.15020730798733184,-0.10850719521596217,-0.13956908767770135,-0.16673043478261895,-0.2438333160744579,-0.238812126665508,-0.20974638881571,-0.2111544648711956,-0.14466074142485116,-0.13365914347075342,-0.09910854316977458,-1.9426806219168458
104,CO2,County,AZ,Maricopa County,percent,-0.12986138239473946,-0.14523910416381947,-0.2365736599709736,-0.24831614277697386,-0.2256335399599377,-0.15021285886786684,-0.12331283661215077,-0.11452837879416013,-0.12820828402416015,-0.14613401882123744,-0.13982364677410053,-0.12781749342570284,-1.9156613465858228
212,CO2,County,AR,Craighead County,percent,-0.08759276195602189,-0.16813311836237915,-0.10975379152879744,-0.1383852682472781,-0.16864926515603992,-0.2009824554257683,-0.27970101423445504,-0.2717443723627361,-0.15462496088857935,-0.17583479805794786,-0.10568105294489973,-0.05157429017891139,-1.9126571493438143
200,CO2,County,NC,Stokes County,percent,-0.15912498633880534,-0.16331859705276566,-0.17284596512299702,-0.2597815430706793,-0.20116681640876344,-0.13428004096479412,-0.09125654206353516,-0.09856852542738093,-0.10994634709781327,-0.23951731364264905,-0.1514557974039364,-0.12758957877562846,-1.9088520533697482
1592,CO2,County,MN,Mower County,percent,-0.07706359364149748,-0.14180560457349142,-0.21445252600254586,-0.06401000529005853,-0.17769726870911318,-0.2454810116073685,-0.21841175465488324,-0.2091107521848532,-0.21264600940255055,-0.152401192943089,-0.09641897019126232,-0.07535254261871548,-1.8848512318194288
644,CO2,County,NJ,Camden County,percent,-0.12259064500967168,-0.1813948232851081,-0.21483726600515185,-0.17374590803372622,-0.20660678817441008,-0.20439617937811635,-0.12593740129219147,-0.1699796473026445,-0.20469966283384136,-0.20991525217909535,0.03659839880624938,-0.10478163805355316,-1.8822868127412606
176,CO2,County,AL,Russell County,percent,-0.1310720887615944,-0.19946275807323546,-0.1895021488364177,-0.3699173073176585,-0.13409239608687512,-0.09649405527821728,-0.03673972295040659,-0.0466353320976814,-0.052479628501645205,-0.24858947948626706,-0.19921561100179772,-0.16677235755005465,-1.8709728859418508
248,CO2,County,IL,Kane County,percent,-0.10467631317763397,-0.028228742803358006,-0.04437961313636489,-0.2704532051050707,-0.2289341531328529,-0.2386792669374837,-0.13659725535417552,-0.2221492837908753,-0.21576769816319907,-0.3095992233430692,-0.029707626060636424,-0.02755966051127576,-1.8567320415159954
740,CO2,County,OK,Caddo County,percent,-0.1423010017792904,-0.15873342370172994,-0.169366089871042,-0.20282491802624544,-0.1285824758420078,-0.16924722411002804,-0.15257359374775567,-0.14092175063536658,-0.16585930547987954,-0.1796835937529592,-0.12513193763770947,-0.11875434779282736,-1.8539796623768416
260,CO2,County,OR,Morrow County,percent,-0.08261978313357055,-0.10591081891598783,-0.15646999770473602,-0.3112216224255461,-0.4236482963813447,-0.20546681563335006,-0.08025461422233944,-0.055624520750332966,-0.11181624423580568,-0.1627259363977618,-0.09165511736012358,-0.06299208197446987,-1.8504058491353688
140,CO2,County,MS,DeSoto County,percent,-0.147024698579377,-0.2337123917811769,-0.2604617631773105,-0.3559044248576709,-0.17545523811459238,-0.14994181197588213,-0.03270957758304738,-0.027192293285164832,-0.0040449209262295345,-0.1422889305495495,-0.1620230310789796,-0.1531383612091411,-1.843897443118122
416,CO2,County,WA,Lewis County,percent,-0.036402715181620575,-0.08801073293151263,-0.1752121204617673,-0.3549167882473147,-0.4730389690681315,-0.2028402115072312,-0.08386731546190225,-0.05599220209993571,-0.0849462593811179,-0.17089182880858533,-0.07477039496213678,-0.03803895042368293,-1.838928488534939
164,CO2,County,MS,Lowndes County,percent,-0.12083978114617325,-0.1792662576238164,-0.2268581831901237,-0.3145729346446763,-0.15057597732210407,-0.09016196205761892,-0.1243297129053393,-0.117119177992978,-0.09677496761118036,-0.13145346875765546,-0.13397643203245252,-0.13690119457019015,-1.8228300498543084
1568,CO2,County,MN,Martin County,percent,-0.06846278412152289,-0.14515273056120614,-0.11955481965624515,-0.2915692701698865,-0.0119614263038387,-0.22158258946844567,-0.2472505737693796,-0.2215632033973378,-0.20532523518697007,-0.08559962348788018,-0.12680523312597114,-0.0771872953761867,-1.8220147846248704
1856,CO2,County,MO,Stoddard County,percent,-0.07471839201704476,-0.1863426625140488,-0.11579353954931618,-0.2914425393052836,-0.013959414679825071,-0.1733021536087654,-0.20999375060172007,-0.20477037180965685,-0.15211190708444544,-0.14983418028785353,-0.11232220069604293,-0.11438723077034595,-1.7989783429243487
560,CO2,County,MT,Roosevelt County,percent,-0.1316497993134033,-0.12630803724726927,-0.16385985166783315,-0.19739599642160335,-0.19492714671012268,-0.1896401070205247,-0.13273820445049142,-0.0975672882855592,-0.14876284631712616,-0.10651068350573938,-0.1538165900279018,-0.13213604903884768,-1.7753126000064223
992,CO2,County,OH,Van Wert County,percent,-0.11116928910703436,-0.1437229992350361,-0.1350375202239007,-0.32864039586837623,-0.1258207297758358,-0.14558690114188474,-0.16010157372101755,-0.21232512629986705,-0.19909071488782865,-0.17232667494046552,0.08259931915924212,-0.12092214669033798,-1.7721447527323428
140,CO2,County,MT,Big Horn County,percent,0.003606186431633662,-0.08388350662297392,-0.26090196390545656,-0.5482490536831964,-0.7422620052000775,-0.4231322196354038,-0.05264281967284638,0.6258716698598953,-0.016445794661247327,-0.2878266207061669,-0.020849797858937192,0.04380454971812251,-1.7629113759366546
404,CO2,County,IN,Wayne County,percent,-0.055748336320376284,-0.10884816669608878,-0.12829987376564106,-0.31234519496929325,-0.2060407137270369,-0.18973045083973397,-0.11915179405061987,-0.1449195463445952,-0.13055909327026066,-0.1922605640212084,-0.10949051661148083,-0.06215018666256311,-1.7595444372788984
1412,CO2,County,VA,Accomack County,percent,-0.09626767981767582,-0.19524732714788426,-0.235911976047364,-0.3196160308574545,-0.17016390743203258,-0.13230864574168233,-0.0497970128044227,-0.0759003522292838,-0.18579803040903647,-0.15124466345405432,-0.07374568443112993,-0.07233391350936941,-1.7583352238813903
272,CO2,County,TN,Stewart County,percent,-0.1202143634234403,-0.15131067637145054,-0.1458299838361448,-0.2163844714631901,-0.1785817695588061,-0.1976701097864416,-0.13875603404609124,-0.1291449454777729,-0.07739470030564212,-0.11572413093052487,-0.1217398214058336,-0.16537554489113945,-1.7581265514964772
764,CO2,County,OK,Choctaw County,percent,-0.10868295618170012,-0.12017760872313722,-0.24799452205660244,-0.13384516491600582,-0.13839488220287385,-0.07003932331676664,-0.12130468752547642,-0.11814536654349858,-0.10045368273290364,-0.18564091834161925,-0.2025592334574408,-0.2106543386321438,-1.7578926846301686
188,CO2,County,DE,Sussex County,percent,-0.06874335362231357,-0.1372094481873274,-0.15234955624144378,-0.3426814409996447,-0.1708034765497877,-0.1845781894625192,-0.10760742592280413,-0.13434619352223612,-0.1651513611411186,-0.15445611626272654,-0.04444282112975071,-0.09218583786598436,-1.7545552209076567
752,CO2,County,OK,Canadian County,percent,-0.1174491077637838,-0.12939081317376794,-0.16637506043135844,-0.2318339763932829,-0.21851797109723356,-0.13461005575113666,-0.08370925367407643,-0.08535735333769368,-0.12835831354032054,-0.15511811559159674,-0.14534264674846406,-0.15244261261312803,-1.748505280115843
212,CO2,County,NM,Hidalgo County,percent,-0.07225345982782026,0.09206902540075976,-0.2841137325652737,-0.343316558631956,-0.2197826524975061,-0.1101115617745776,-0.21408259933895787,-0.22146196074346414,-0.1397709097700148,0.10756192306737096,-0.10873043082275788,-0.23018495483386625,-1.7441778723380637
236,CO2,County,FL,Pasco County,percent,-0.07994752425909146,-0.13254261834447098,-0.12982509261435213,-0.1912503833788548,-0.17044243051392058,-0.16031028025289726,-0.15942987874345002,-0.15065294365508228,-0.14808797502396012,-0.15492802837276698,-0.13915424817623276,-0.12672529556148718,-1.7432966988965666
524,CO2,County,TX,Nacogdoches County,percent,-0.08040087578062548,-0.06941901209002482,-0.10226185715132087,-0.10239966641796358,-0.13796599751051097,-0.12155468834887055,-0.2280405406026909,-0.2231438526044969,-0.2573228761438985,-0.15056142977329967,-0.1463806475955136,-0.1074084365082685,-1.7268598805274846
140,CO2,County,TX,Calhoun County,percent,-0.07275310214934376,-0.04793060919404228,-0.07253320546453361,-0.17690545325863274,-0.12733686172200442,-0.21735958757894944,-0.2334000451445995,-0.244863110092075,-0.21148880340107606,-0.11279474797159347,-0.11044236144217064,-0.09885951374325314,-1.7266674011622738
68,CO2,County,NY,Albany County,percent,-0.06771550669814215,-0.11272666251897785,-0.17950541688323912,-0.298338067095579,-0.2618586823923871,-0.13808594970923185,-0.08099756765236364,-0.0974213648242804,-0.11973301443116915,-0.19279168469946115,-0.12245532135306295,-0.05047997445222867,-1.722109212710123
416,CO2,County,IA,Scott County,percent,-0.1284638301907978,-0.357176431648175,-0.005054404295123869,0.6797807805495172,-0.2618125899459929,-0.34846038330028384,-0.4649296671979625,-0.43126114538710986,-0.29247047768892864,-0.08000094267683949,-0.009288103911368462,-0.021601503707156758,-1.720738699400222
116,CO2,County,CA,Kern County,percent,-0.09443409715175397,-0.08512378486496798,-0.182298399108146,-0.2608004391212711,-0.2587782313171073,-0.2166814930865152,-0.13843124623877948,-0.11178129963765546,-0.1097861143982936,-0.10311698773185672,-0.07990619624813193,-0.06849743167353027,-1.7096357205780093
1676,CO2,County,VA,York County,percent,-0.015208483286794906,-0.1380616230413813,-0.1960727999483744,-0.30609497808548136,-0.17962222355847346,-0.1450252537976303,-0.062122930956966436,-0.0940026164509024,-0.11367380493402925,-0.17954280736380418,-0.2644657554779524,-0.009557999632224602,-1.703451276534015
500,CO2,County,MD,Baltimore (City),percent,-0.08846472089851433,-0.0387560883070344,-0.09193032000760754,-0.09089105796614873,-0.2873098569932996,-0.15623076022332055,-0.10452034501807747,-0.139022056349401,-0.11369158254350875,-0.3137011397795821,-0.16336591786171398,-0.1139884893176052,-1.7018723352658138
656,CO2,County,NE,Gage County,percent,-0.11232614068292744,-0.12716923043161776,-0.16118207114680866,-0.23951728166083305,-0.20323980367720826,-0.12434902530341717,-0.08041372381751001,-0.07090043851559426,-0.12480363880639787,-0.1474939225832643,-0.1521774500007823,-0.10310070318414133,-1.6466734298105024
284,CO2,County,CA,Stanislaus County,percent,-0.08647090457375038,-0.08341388669410063,-0.17828614357498396,-0.24031525584835364,-0.2977999961554569,-0.20405238340890047,-0.11636873585130912,-0.08981530720674066,-0.11058609486344632,-0.09869625795992848,-0.06408872838909574,-0.060409071483739876,-1.630302766009806
1904,CO2,County,MS,Jefferson Davis County,percent,-0.05154939116370245,-0.1142489061102486,-0.1243777584517924,-0.0699117023436178,-0.21948842192721127,-0.131971779124255,-0.2040037701085181,-0.19265973349472704,-0.13189982011501794,-0.18603255108848005,-0.1167203247674913,-0.08678277382332067,-1.6296469325183827
932,CO2,County,SD,Brown County,percent,-0.0632004763701208,-0.10949458594101406,-0.14968037781254653,-0.2276704265427065,-0.22035875593457008,-0.11368284757760007,-0.10234247910144674,-0.0963798335142058,-0.1105839952304559,-0.17095630279477006,-0.13571532869001085,-0.12866580481193124,-1.6287312143213786
2360,CO2,County,WI,Washington County,percent,-0.1401311242454405,-0.18243756376448308,-0.19704862960962752,0.4531395598049086,-0.4586968910786571,-0.2642725029324469,-0.2611421683934134,-0.25106172460076165,-0.2622342271965445,-0.17858880701668894,0.015949251510423475,0.10256498261774076,-1.6239598449049908
260,CO2,County,WY,Platte County,percent,-0.11745580779189795,-0.15628097202711907,-0.13990600435439826,-0.11161371678565317,-0.13005639127107366,-0.13623363643244452,-0.1114198525602505,-0.11205366869363573,-0.16529817753899234,-0.16837510236916753,-0.15578141298563902,-0.11944574824674395,-1.6239204910570157
392,CO2,County,WA,Grays Harbor County,percent,-0.10119968492682872,-0.09414833285496717,-0.1024651441306105,-0.2654027037486045,-0.4489910863232761,-0.17823201101404362,-0.04940344228299197,-0.06086427957156594,-0.0985149847116141,-0.08723092119690252,-0.08042138831978393,-0.04986025831043128,-1.61673423739162
200,CO2,County,AR,Washington County,percent,-0.06870560394604468,-0.15414206584532447,0.011149124211639327,-0.06626327768234334,0.06543719870435033,-0.2865960442324352,-0.40148544922903934,-0.3030553618600153,-0.2806319283551201,-0.01879021106379421,-0.042150008948812316,-0.07139909757279025,-1.6166327258197295
332,CO2,County,SC,Lexington County,percent,-0.07245697358499223,-0.16482352392613506,-0.07535571954140116,-0.17856296456238194,-0.15929171394571384,-0.1754135805841474,-0.12388347051908452,-0.10068258810166204,-0.16177687499408933,-0.11153124929005878,-0.14133508893277966,-0.14190143069686606,-1.6070151786793119
656,CO2,County,IL,Scott County,percent,-0.08449555638945344,-0.09726097132309812,-0.1352556112380842,0.0512829777503451,-0.005512555768070882,-0.2644138978719229,-0.2958361061354141,-0.29648893035410906,-0.2290120480394161,-0.13395909479985246,-0.01049742385687258,-0.09179054837725238,-1.5932397664032012
104,CO2,County,KY,Muhlenberg County,percent,-0.11102462679145672,-0.15923521186577522,-0.10489114783527413,-0.21202294039651054,-0.14264338782872713,-0.12557740284462598,-0.08073259352820368,-0.0953368888635524,-0.09902682545642667,-0.18793908462007,-0.12971792713329972,-0.1413083917664526,-1.5894564289303748
140,CO2,County,CA,Los Angeles County,percent,-0.04870922355945021,-0.05721327852392765,-0.10205633156963058,-0.2895958401514436,-0.28052543935499524,-0.20884307574595976,-0.15428640594854307,-0.14079472567674148,-0.1224045998758614,-0.06649632745630757,-0.04735779021745574,-0.0633772058630868,-1.581660243943403
68,CO2,County,NC,Catawba County,percent,-0.11194048691473077,-0.14127786965426534,-0.17305277606457814,-0.18699388726928026,-0.16589324672941252,-0.13071066605664908,-0.07757896557794093,-0.08098438903447416,-0.1051887903858524,-0.17005118315017667,-0.1139991623111247,-0.12211380106743824,-1.5797852242159234
332,CO2,County,IL,Winnebago County,percent,-0.10381283448307088,-0.10337189019123737,-0.1577088950894589,0.042618612381828,-0.23496281067446,-0.14397135364184094,-0.12098007697136835,-0.14551926831316905,-0.17359072109927534,-0.20383098149410026,-0.12325662237543596,-0.09264989169745803,-1.561036733649047
1004,CO2,County,OH,Vinton County,percent,-0.09369946198027884,-0.05004546914769517,-0.08782918967936537,-0.34120671936352315,-0.20180383811982727,-0.14543565298095873,-0.09647067116370593,-0.12981873153746926,-0.1638583713291691,-0.06167061787379598,-0.06778916011803372,-0.10202172123231903,-1.5416496045261416
236,CO2,County,CA,San Joaquin County,percent,-0.09150642858518902,-0.16283332962272254,-0.13416840824675036,-0.1410930733988766,-0.1902142238065116,-0.1342829883032014,-0.13050836393984686,-0.09518434993853124,-0.10915964372141806,-0.13514137103884988,-0.11704143393626525,-0.09201264784927936,-1.5331462623874423
296,CO2,County,NY,Queens County,percent,-0.08545797227973442,-0.12286332031965415,-0.12321446698353015,-0.17250628543330246,-0.19438155536445428,-0.1579826765930177,-0.130004835994249,-0.1366345876046111,-0.13828488311235645,-0.13990775533202954,-0.06280691747277793,-0.06633865905694981,-1.530383915546667
308,CO2,County,GA,Coweta County,percent,-0.13505222841695247,-0.20766002145465876,-0.14419474819480196,-0.1919876522949616,-0.13670942014104748,-0.1285232386911152,-0.03894977268795966,-0.057696479483831165,-0.057510866376307125,-0.13675058594963765,-0.1760263589865561,-0.1168475269924416,-1.5279088996702705
356,CO2,County,SC,Richland County,percent,-0.08958431757914716,-0.15117259459445842,-0.1485525412397003,-0.16791157105613844,-0.17987012073878322,-0.12678640653972625,-0.10810381116724238,-0.11201787330601144,-0.08569357783901348,-0.14586008442519516,-0.10845351560558504,-0.10334911605810264,-1.5273555301491042
104,CO2,County,AL,Dallas County,percent,-0.11761497929490512,-0.15874789136284229,-0.19746232594614224,-0.3047036827054683,-0.10988025348469356,-0.08705654211735893,0.008690461913409204,-0.01767513928218937,0.005783102608947415,-0.19391124727884634,-0.19202010327472416,-0.15104809850300813,-1.5156466987278219
248,CO2,County,TN,Roane County,percent,-0.06287280752998925,-0.09149352555655846,-0.09241055455552807,-0.09542650241339737,-0.14586861823947125,-0.1227471274733111,-0.20416841680927994,-0.20396994647116284,-0.18490446529965568,-0.12629395673111016,-0.10908439520234832,-0.0754388097278044,-1.5146791260096168
320,CO2,County,NY,Richmond County,percent,-0.12141077413831244,-0.16736836782295594,-0.12447196633477815,0.024746847206770967,0.019405027402399317,-0.2330678193472064,-0.22609964859215415,-0.28019078186287016,-0.2492238110439278,-0.07113674949335667,-0.042896826543759946,-0.042149223507506696,-1.513864094077658
284,CO2,County,TN,Sumner County,percent,-0.09028914399742496,-0.14338018913203726,-0.17954039438569425,-0.22907993559636666,-0.1148062589232496,-0.10495017597794827,-0.11170128376894768,-0.11961473981590888,-0.1026871141849297,-0.13613877435915248,-0.08744369107731502,-0.0935265389943826,-1.5131582402133577
392,CO2,County,VT,Chittenden County,percent,-0.0706023088192067,-0.19490722672792887,-0.09998296195659598,0.02506319996840294,-0.4106824673965888,-0.10649857537370992,-0.037411775170224634,-0.09322541125207982,-0.19565027565073465,-0.06714818087530346,-0.12010433222966295,-0.1403642315063094,-1.511514546989942
80,CO2,County,NC,Cleveland County,percent,-0.09599520885807952,-0.1672883228623807,-0.1870556785334728,-0.2300311673013507,-0.12301565418335755,-0.09254638636455442,-0.07657066391357367,-0.07356509755110248,-0.07819787183676,-0.15259926384132608,-0.0972520428306191,-0.1350210256081452,-1.5091383836847223
320,CO2,County,IA,Black Hawk County,percent,-0.0621964774265114,-0.18617433531157215,-0.16309165814798912,0.03597019969454564,-0.18997767579749694,-0.2270597081409087,-0.17254563449699142,-0.20830978269862666,-0.20242241979368966,-0.07550517368680451,-0.06642268466202438,0.017968379305463925,-1.4997669711626054
104,CO2,County,CA,Imperial County,percent,-0.004995518263736878,0.03023381370419567,-0.1173770257890992,-0.392468738622844,-0.35986990844147715,-0.2507781386242829,-0.12238785450020978,-0.11184319067810182,-0.09725013817230824,-0.0026215267270560264,-0.0015656414262253176,-0.05588801025831365,-1.4868118777994592
428,CO2,County,KY,Clark County,percent,-0.0914735930296324,-0.09778268008819653,-0.09945844260470596,-0.2559227480743677,-0.15212701807160706,-0.13918527388259788,-0.10297427702287824,-0.12707999216620358,-0.13791611165432655,-0.125938372785417,-0.06236258678561145,-0.09092609960841297,-1.4831471957739575
104,CO2,County,CT,Hartford County,percent,-0.02107710603732619,-0.09305834910903273,-0.03229225866801503,-0.085692925860375,-0.11161486493922727,-0.10429470249130547,-0.4886545090547367,-0.2964268605341591,-0.08433820898647916,-0.12047971561571975,-0.010856879127111965,-0.027573283447502858,-1.4763596638709913
596,CO2,County,ND,Williams County,percent,-0.10096124441538153,-0.09100945120787383,-0.13174923652714202,-0.1828878937228384,-0.2479524123683053,-0.1342186137125746,-0.08715252274747412,-0.08341579421410464,-0.10406116628214283,-0.08002111418136144,-0.11583092363399805,-0.10240010047562123,-1.4616604734888181
212,CO2,County,IL,Cook County,percent,-0.10575873590879196,-0.1367653694607351,-0.12276275393700742,-0.0897831107718767,-0.1743332893785274,-0.14491659930438386,-0.13559856695935715,-0.16575300155480285,-0.1751610445089338,-0.08962731229750462,-0.010438204263298329,-0.11047538167692393,-1.461373370022143
128,CO2,County,CO,Moffat County,percent,-0.08555903223553576,-0.0891549389043191,-0.14583025968441798,-0.19741433842878792,-0.15628470329584687,-0.1657133056885019,-0.08077845309979474,-0.06833262789173512,-0.10675897212827502,-0.1566553813468179,-0.12501244606186335,-0.07461321652059437,-1.45210767528649
1136,CO2,County,PA,Clearfield County,percent,-0.06950280084128985,-0.10968409803733548,-0.10088742246896504,-0.2411199265347786,-0.2056764349390996,-0.12343208823340765,-0.10505036653022934,-0.10765214841043827,-0.1153727352195782,-0.14161479111732436,-0.07826994297675678,-0.0532054333324802,-1.4514681886416836
944,CO2,County,IN,Wells County,percent,-0.12555656030605938,-0.2013368666164088,-0.08898585640487354,0.1331093788847989,-0.17804657571502547,-0.2149702002027307,-0.1330582765040199,-0.141152037853333,-0.2109087520085942,-0.12687908295900582,-0.07090031953476322,-0.08368961415280735,-1.4423747633728226
1472,CO2,County,MN,Beltrami County,percent,-0.05451738384118167,-0.1152835943507623,-0.1199483705078732,-0.23188119918724134,-0.14939648467457098,-0.1231775859224585,-0.08745784563971751,-0.09605757410762054,-0.11299867290997655,-0.1540924105830382,-0.11923855971640684,-0.07285820331684416,-1.4369078847576915
380,CO2,County,WA,Cowlitz County,percent,-0.0850265148572061,-0.07296738559428835,-0.0822385332176235,-0.20491135378534808,-0.4064479835465612,-0.15978856756152576,-0.05492837233104535,-0.05569136925096497,-0.0957736533752086,-0.0631750698143607,-0.0742299385467318,-0.07781999690787396,-1.4329987387887386
200,CO2,County,CA,Sacramento County,percent,-0.056213729724611784,-0.06968360509747662,-0.13101673282133705,-0.2361348577384019,-0.2795596356623213,-0.19307530208548104,-0.09778650651802336,-0.08193973191491598,-0.08992241381857605,-0.08282493734056204,-0.05517582915383392,-0.05444328156363593,-1.4277765634391772
632,CO2,County,NJ,Burlington County,percent,-0.04200547827763845,-0.13569889074992986,-0.2501429420514464,0.06615503566010836,-0.21958057069839745,-0.1697923222855345,-0.12166352057039465,-0.1558989239379266,-0.1128855235268594,-0.19031158905265624,0.004721585586535009,-0.0949359265931199,-1.4220390664972602
764,CO2,County,IN,Henry County,percent,-0.07474564505475899,-0.11428872462427515,-0.12188628054772092,-0.3178227595234224,-0.11560682736619038,-0.12013891764593905,-0.04888111515207237,-0.06768302429975225,-0.11366368296050927,-0.1019177416072305,-0.12710806348868625,-0.09433187277260496,-1.4180746550431629
560,CO2,County,MD,Harford County,percent,-0.05975218902998314,-0.06655116287885304,-0.004881318201680854,-0.26607255920071393,-0.2424370029544341,-0.12459296353020312,-0.0892786609186324,-0.10610808709681964,-0.09445529971917382,-0.18626143366356832,-0.11802176691027425,-0.049848785368164346,-1.4082612294725012
224,CO2,County,IL,DuPage County,percent,-0.08923618548052059,-0.10037393092422904,-0.09954715383515307,-0.2217362624303567,-0.1837236286037112,-0.1409971479749679,-0.0874891999965668,-0.11146554457076424,-0.14956964747635995,-0.11076503456558948,-0.054613785539235495,-0.05612737885723775,-1.4056449002546922
116,CO2,County,ID,Kootenai County,percent,-0.005237778444534141,-0.029840340942334318,-0.07687348621352827,-0.21824560243544072,-0.41310301888033596,-0.14233163878618305,-0.13301506555198345,-0.1580650518479916,-0.08932932470128442,-0.10002481842112584,-0.028851332550569438,-0.005510664847685415,-1.400428123622997
464,CO2,County,MO,Cass County,percent,-0.08437768364307935,-0.10190355717366303,-0.10836751975128532,-0.15937345448347476,-0.1990086591001815,-0.0942039732359342,-0.09698660794710334,-0.09406860137912497,-0.10427365577936294,-0.12114836278324677,-0.11458287961138737,-0.1086871399236436,-1.3869820948114873
176,CO2,County,NC,Rockingham County,percent,-0.08693929522203336,-0.13076111799001713,-0.1037748999865321,-0.17166488516164705,-0.101879184712894,-0.11175208471034988,-0.14253979995656654,-0.1238087531114212,-0.11959966950671852,-0.13885587174508993,-0.08393406879676088,-0.06555709563664533,-1.3810667265366758
356,CO2,County,KS,Montgomery County,percent,-0.044181918061455966,-0.05825264570397561,-0.0340843923941403,-0.1777662901212168,-0.1783501140610998,-0.19508561225385734,-0.20866301946140556,-0.19092579192296769,-0.174730129858155,-0.04101644302651854,-0.035538183610240325,-0.03636857275792426,-1.3749631132329572
344,CO2,County,SC,Orangeburg County,percent,-0.11623482798518718,-0.1161171187425772,-0.20837622052484706,-0.2298357561412117,-0.09242098680448273,-0.06457731627818035,-0.04367903839925937,-0.0494354605644346,-0.03583077898220155,-0.1593120073078161,-0.12768591484374206,-0.12422311515116165,-1.3677285417251017
1928,CO2,County,MS,Smith County,percent,-0.07561753627451066,-0.11602670306572073,-0.14134594928542468,-0.16990111571082106,-0.15222724892210435,-0.12328256619786512,-0.0696945167151902,-0.07725531465201964,-0.1210809347263087,-0.15505087495473655,-0.0811200157159952,-0.08373853444216889,-1.366341310662866
1016,CO2,County,TX,Marion County,percent,-0.0790253196135359,-0.10327791596358654,-0.052700625925265684,-0.10134048393930853,-0.0824446915802071,-0.14533700616860465,-0.2416956408806286,-0.2246680576118111,-0.17502615711564426,-0.04350649796103544,-0.06777507161014959,-0.0422469168042094,-1.3590443851739866
236,CO2,County,NM,San Juan County,percent,-0.11573694317721499,-0.11320459669404526,-0.14497039150138458,-0.17777993536728434,-0.1892510973198664,-0.07776693963447766,-0.02512564817569353,-0.027930500179167903,-0.047203764226636934,-0.11477679712356635,-0.16156850676750326,-0.15181867283262565,-1.3471337929994667
